UID,Paper Title,Author Names,Abstract,reviewer,Correct paper?,Paper checklist ok?,Paper link,Video checklist ok?,Video link,Captions checklist ok?,Captions link,Poster checklist ok?,Poster link,Thumbnail checklist ok?,Thumbnail link,Optional Funfacts?,Funfacts link,All ok?,comments,channel_url,slack_channel
433,LyCon: Lyrics Reconstruction from the Bag-of-Words Using Large Language Models,Haven Kim (University of California San Diego)*; Kahyun Choi (UIUC),"This paper addresses the unique challenge of conducting research in lyric studies, where direct use of lyrics is often restricted due to copyright concerns. Unlike typical data, internet-sourced lyrics are frequently protected under copyright law, necessitating alternative approaches. Our study introduces a novel method for generating copyright-free lyrics from publicly available Bag-of-Words (BoW) dataset, which contain the vocabulary of lyrics but not the lyrics themselves. Utilizing metadata associated with BoW datasets and large language models, we successfully reconstructed lyrics. We have compiled and made available a dataset of reconstructed lyrics, LyCon, aligned with metadata from renowned sources including the Million Song Dataset, Deezer Mood Detection Dataset, and AllMusic Genre Dataset, available for public access. We believe that the integration of metadata such as mood annotations or genres enables a variety of academic experiments on lyrics, such as conditional lyric generation.",CW,1,1,https://drive.google.com/file/d/1AhUEK3bAvTwwN8LGrBhmMnovMTqsuQKm/view?usp=drive_link,1,https://drive.google.com/file/d/1A4QGz7PHdte9265VIxjLug2tK0KUKaJ0/view?usp=drive_link,1,https://drive.google.com/file/d/1Z17tupKApww0JceO7kD7cU4DBtYTrR65/view?usp=drive_link,1,https://drive.google.com/file/d/1xg3QotW6kzcHgmxPsDZt9Fv0iqGmt1Ij/view?usp=drive_link,1.0,https://drive.google.com/file/d/1nfD-oQny2BuqpwhGuRhpqqhkfdBfpU0f/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0800N3HSJF,lbd-433-lycon-lyrics-reconstruction
434,PyNeuralFx: A Python Package for Neural Audio Effect Modeling,Yen-Tung Yeh (National Taiwan University)*; Wen-Yi Hsiao (Indepedent Researcher); Yi-Hsuan Yang (National Taiwan University),"We present PyNeuralFx, an open-source Python toolkit designed for research on neural audio effect modeling. The toolkit provides an intuitive framework and offers a comprehensive suite of features, including standardized implementation of well-established model architectures, loss functions, and easy-to-use visualization tools. As such, it helps promote reproducibility for research on neural audio effect modeling, and enable in-depth performance comparison of different models, offering insight into the behavior and operational characteristics of models through DSP methodology. The toolkit can be found at https://github.com/ytsrt66589/pyneuralfx.",CW,1,1,https://drive.google.com/file/d/1nk38b32N19YwwOZkeY4IS8yCqRsXyh1k/view?usp=drive_link,1,https://drive.google.com/file/d/1SbEcGUZlZZKPvx_APQWbmM1Qy2ZMxwAU/view?usp=drive_link,1,https://drive.google.com/file/d/16O3jLLL3jRE4N3N0F7h-cT3tOl5O3qgB/view?usp=drive_link,1,https://drive.google.com/file/d/18pWA2sglF2zWv89DeQUgvxdHadJDyWrr/view?usp=drive_link,1.0,https://drive.google.com/file/d/1e23oosrtxAhFXq6n93-Ik-drlAKOi0_N/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0803A9NM0C,lbd-434-pyneuralfx-a-python
435,Matchmaker: A Python library for Real-time Music Alignment,Jiyun Park (KAIST)*; Carlos Eduardo Cancino-Chacón (Johannes Kepler University Linz); Taegyun Kwon (KAIST); Juhan Nam (KAIST),"Music alignment is a fundamental MIR task, and real-time music alignment is a necessary component of many interactive applications (e.g., automatic accompaniment systems, automatic page turning). This paper introduces Matchmaker, an open source Python library for real-time music alignment. Unlike offline alignment methods, for which state-of-the-art implementations are publicly available, real-time (online) methods have no standard implementation, forcing researchers and developers to build them from scratch for their projects. We aim to provide efficient reference implementations of score followers for use in real-time applications which can be easily integrated into existing projects. We also aim to provide guidelines to help researchers and developers select an appropriate configuration for their applications.",CW,1,1,https://drive.google.com/file/d/1ybVrakAxUVrWXU39_jqdAvJFjudSE-P9/view?usp=drive_link,1,https://drive.google.com/file/d/1HZeRrvwPUcCx1b6KnZJoaG3KsHRT20Yp/view?usp=drive_link,1,https://drive.google.com/file/d/10hxaBtHErsfgwt6sV2tHdMXj0P15LCdi/view?usp=drive_link,1,https://drive.google.com/file/d/1e8cXQohKwHKF4NK9Tzr2g791-r7V4VWu/view?usp=drive_link,1.0,https://drive.google.com/file/d/1fZhhhUuUVKOaMyWag7CWHJUNEuIVPO2J/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C07V86KU05C,lbd-435-matchmaker-a-python
437,Audio Atlas: Visualizing and Exploring Audio Datasets,Luca A Lanzendoerfer (ETH Zurich)*; Florian Grötschla (ETH Zürich); Uzeyir Valizada (ETH Zurich); Roger Wattenhofer (ETH Zurich),"We introduce Audio Atlas, an interactive web application for visualizing audio data using text-audio embeddings. Audio Atlas is designed to facilitate the exploration and analysis of audio datasets using a contrastive embedding model and a vector database for efficient data management and semantic search. The system maps audio embeddings into a two-dimensional space and leverages DeepScatter for dynamic visualization. Designed for extensibility, Audio Atlas allows easy integration of new datasets, enabling users to better understand their audio data and identify both patterns and outliers. We open-source the codebase of Audio Atlas, and provide an initial implementation containing various audio and music datasets.",CN,1,1,https://drive.google.com/file/d/18csA-5uZ9qekZdlBBsAEfTZmwEXJ5W3X/view,1,https://drive.google.com/file/d/1fH3s3TRPbFON3snuP_lvi60HGUB7gqF_/view,1,https://drive.google.com/file/d/1gBSAu5dROwMI3b_ZEFDkxb8WZjJuv-hh/view,1,https://drive.google.com/file/d/1wqZ2MXTwjgEaLMxnfLclLMIQM8Jc04tJ/view,1.0,https://drive.google.com/file/d/1Yehu7hoJGlnRm2a1_X7l8tHUno7057xP/view,0,,1,,https://ismir2024.slack.com/archives/C080DFG1CJV,lbd-437-audio-atlas-visualizing
438,A New Dataset for Tag- and Text-based Controllable Symbolic Music Generation,Weihan Xu (Duke University)*; Julian McAuley (UCSD); Taylor Berg-Kirkpatrick (UCSD); Shlomo Dubnov (UC San Diego); Hao-Wen Dong (University of Michigan),"Recent years have seen many audio-domain text-to-music generation models that rely on large amounts of text-audio pairs for training. However, symbolic-domain controllable music generation has lagged behind due to the lack of a large-scale symbolic music dataset with extensive metadata and captions. In this paper, we present MetaScore, a new dataset consisting of 963K musical scores paired with rich metadata collected from an online music forum and generated psudo captions. With MetaScore, we explore tag- and text-based controllable symbolic music generation. 
 Both subjective test and objective test showcase the potential of our dataset in tag- and text-conditioned music generation.",CN,1,1,https://drive.google.com/file/d/1uX4RGx1ZraqsDvKzA7lXxXWVupe0YRpf/view,1,https://drive.google.com/file/d/167qlX0Wf2Tpbn23PjEKUKuMiT4w6qoF2/view,1,https://drive.google.com/file/d/1_ERjsWKNjTPWPPgxWCo2WNhQVi7sVcO_/view,1,https://drive.google.com/file/d/1n6c5kroCTYf0_lBUI8qthxPcRQyL2buQ/view,1.0,https://drive.google.com/file/d/1PWdusVKhFK7A3oUXnQXTTyCs1zLucvvY/view,0,,1,,https://ismir2024.slack.com/archives/C07VBV60C6R,lbd-438-a-new-dataset
439,ENHANCED FORMULATION OF THE LATENT ORDER LOGISTIC REGRESSION (LOLOG) MODEL FOR ANALYSIS OF AUSTRALIAN MUSICIAN NETWORKS,"Lekshmy Hema Nair (Western Sydney University)*; Simon Chambers (Western Sydney University); Roger T. Dean (The MARCS Institute for Brain, Behaviour and Development, Western Sydney University)","Network analysis, especially through models like Exponential Random Graph Models (ERGMs), is crucial in understanding how musical styles, trends, and cultural influences diffuse through networks of musicians. However, ERGMs often face challenges like degeneracy, particularly when analyzing higher-order patterns within these networks. The Latent Order Logistic Regression (LOLOG) model provides an alternative by modeling connections as they form sequentially, which helps avoid degeneracy. To further enhance this model, we propose incorporating triadic independency, wherein we can capture more complex relationships in musical collaborations, offering deeper insights into how cultural information spreads and evolves within these networks. This enhanced model is being tested on networks of Australian musicians to assess its effectiveness in tracing collaboration patterns and enhancing music information retrieval, while also reflecting the cultural dynamics within these communities.",CW,1,1,https://drive.google.com/file/d/1RN5tPORDe88QNM7vRKc3YuCbI2Dpew9i/view?usp=drive_link,1,https://drive.google.com/file/d/1pD8q3R9R3qSgVYdiJ4pfo6L1j3NQB3dN/view?usp=drive_link,1,https://drive.google.com/file/d/1iL05e6eDIjzepsxMKd7yHLMGL0khieFQ/view?usp=drive_link,1,https://drive.google.com/file/d/1XqqvSfiiBUVxApshhjiK9qCgcWtXeDaG/view?usp=drive_link,1.0,https://drive.google.com/file/d/15qLUkAvFxaHaL8tQzzdSTCjrJtFJTJQM/view?usp=drive_link,0,,1,"burn-in sub, thumbnail too big",https://ismir2024.slack.com/archives/C07V86LEYQN,lbd-439-enhanced-formulation-of
440,Wavespace: A Highly Explorable Wavetable Generator,Hazounne Lee (Seoul National University)*; Kihong Kim (Kyungpook National University); Sungho Lee (Seoul National University); Felix You (The University of Texas at Austin); Kyogu Lee (Seoul National University),"Wavetable synthesis generates quasi-periodic waveforms of musical tones by interpolating a list of waveforms called wavetable. Studies in wavetable generation with invertible architecture have arisen recently. However, it is still challenging to generate wavetables with detailed controls within the latent representation. In response, we present Wavespace, a framework for wavetable generation that empowers users with enhanced parameter controls. Our model allows users to apply timbral conditions to the output wavetables. Users handle a latent space factorized by each timbral group called style. Then they adjust timbral details with descriptors. This way, users can create wavetables by manipulating timbral parameters step by step. Our framework is efficient enough for practical use; we prototyped an oscillator plug-in for real-time integration of Wavespace within digital audio workspaces (DAWs).",CW,1,1,https://drive.google.com/file/d/1gz4kTA0tOQ0-u1h_-QjYmupMD0xgnPF6/view?usp=drive_link,1,https://drive.google.com/file/d/1TyBAf6ijNY3maKtWrbQEyutt3pLq17lw/view?usp=drive_link,1,https://drive.google.com/file/d/13btDB38j8PBoxpqItJFkM_AdrmjuA_dw/view?usp=drive_link,1,https://drive.google.com/file/d/1ObP2xxkMtxxUN3a29u20-3g7gyzjRLTb/view?usp=drive_link,1.0,https://drive.google.com/file/d/1MM0Yjo3_CsxD8OmH6Ma20bhrAzvA5TXR/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0803AAM38C,lbd-440-wavespace-a-highly
441,A DBN-Based Regularization Approach for Training Postprocessing-free Joint Beat and Downbeat Estimator,Yiming Wu (AlphaTheta Corporation)*; Yuya Yamamoto (AlphaTheta Corporation); Shunya Ishikawa (The University of Electro-Communications),"In a general Deep Neural Network (DNN)-based beat and downbeat tracking pipeline, a post-processing stage is required to refine the beat/downbeat posteriors estimated by the DNN. 
 A widely used post-processing method is to infer the beat/downbeat sequence that maximizes the likelihood of a probabilistic model such as the Dynamic Bayesian Network (DBN). In this work, we aim to train a DNN that can directly estimate consistent beat/downbeat posteriors without the need for post-processing. We adopt regularization approach that minimizes the difference between the DNN and the DBN. We experimentally show that the DNN trained with the regularization loss can estimate beat and downbeat posteriors with higher temporal consistency, reducing the need for post-processing.",CW,1,1,https://drive.google.com/file/d/1lTDk7j7C0RPg2UCyl0ZtkxpG0PmSxBfi/view?usp=drive_link,1,https://drive.google.com/file/d/1bJj9FCfBjzPYWFVbIYKRtD5xdK_k5rQR/view?usp=drive_link,1,https://drive.google.com/file/d/1VcZyIke10vUWMI9KlULp1KMhY-4SlKIg/view?usp=drive_link,1,https://drive.google.com/file/d/15-YNSyWxk2m3qiZxWV91wELdLZZRlEO8/view?usp=drive_link,1.0,https://drive.google.com/file/d/1ZxEPUKHnp4WSh43M3cSGHDHtMAOMlW_Y/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C07V86LS82J,lbd-441-a-dbn-based
442,Real-time Future Rhythm Visualizer,Masatoshi Hamanaka (RIKEN)*,"In breaking, the timing of the technique and rhythm needs to be matched, but the audience has trouble judging whether or not the timing is correct. Therefore, We developed a system that shows the future rhythm of the sound source the DJ is playing.",CW,1,1,https://drive.google.com/file/d/1tLiZAiwiDltzf79FQn773YXBpcdM_jbk/view?usp=drive_link,1,https://drive.google.com/file/d/1m7kc1GPbT1OxaFqME44NCXXk7q5TEAbp/view?usp=drive_link,0,,1,https://drive.google.com/file/d/1OV1KyZhsuCnAQc5-fHr337oFX-6by1yq/view?usp=drive_link,1.0,https://drive.google.com/file/d/19p4CzacxDc3TTqySqba9jlamRmb4HVfa/view?usp=drive_link,0,,1,"srt is missing, but they don't really need it honestly",https://ismir2024.slack.com/archives/C07V08YMWUX,lbd-442-real-time-future
443,Piano Concerto Accompaniment Creation,Yigitcan Özer (International Audio Laboratories Erlangen); Simon J Schwär (International Audio Laboratories Erlangen)*; Meinard Müller (International Audio Laboratories Erlangen),"Creating orchestral accompaniments for solo piano performances of concertos is challenging, especially when aiming for a system that adapts to the pianist's tempo and dynamics. In this work, we present a semi-automatic offline approach using source separation, alignment, and time-scale modification techniques to generate orchestral accompaniments from public-domain recordings. Our approach separates the orchestral part, aligns it with a new solo-piano performance played by the user, and adjusts the tempo and dynamics to match the user's interpretation. While some processes are automated, significant manual adjustments are needed for temporal alignment and sound production. Our results demonstrate the feasibility of this method while highlighting the need for further automation. We have made the multi-track recordings of the created mixes publicly available for research purposes at https://www.audiolabs-erlangen.de/resources/MIR/PCD_AudioLabs.",CN,1,1,https://drive.google.com/file/d/1ZwojdQFFjnu88jKaXpumWKYUjvqXgNY2/view?usp=drive_link,1,https://drive.google.com/file/d/153jkPslX3wxwgCdW0vBIYxD-h8lB28gH/view?usp=drive_link,1,https://drive.google.com/file/d/14-Ry7k2IXDEu3Z-ghyiofb_fnNhPLi8X/view?usp=drive_link,1,https://drive.google.com/file/d/1GJe2-FbFHhryNETxKqR4xLOsMZDRhLgl/view?usp=drive_link,1.0,https://drive.google.com/file/d/1XdFDmkL9miTqnR0QvJIzxqQNEg24iTBu/view?usp=drive_link,0,,1,,https://ismir2024.slack.com/archives/C0800QS37TL,lbd-443-piano-concerto-accompaniment
